Month,PR Number,Order Date,Vendor,Product Name,Variant,SKU Suffix,SKU,Qty
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Can I Pet Your Dog Hoodie | Elevated Comfort | Unisex Pet-Parent Hoodie","White × S","ICEBREAKERHOODIE-S","TH-258-ICEBREAKERHOODIE-S",12
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Can I Pet Your Dog Hoodie | Elevated Comfort | Unisex Pet-Parent Hoodie","White × XS","ICEBREAKERHOODIE-XS","TH-258-ICEBREAKERHOODIE-XS",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","CanopyHouse | All-Weather Pet Shelter for Year-Round Comfort","Default Title","CANOPYHOUSE","TH-217-CANOPYHOUSE",4
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","CasaFrolic Playpen | Foldable Pet Enclosure | Safe, Portable & Breathable","Default Title","PLAYPEN","TH-052-PLAYPEN",7
"May 2026","PR-0027","2026-05-22","Kara Creations","CatServe 2 - in - 1 Feeder","Default Title","CATFEED","TH-069-CATFEED",4
"May 2026","PR-0047","2026-05-22","Paw Fortune","CatServe 2 - in - 1 Feeder","Default Title","CATFEED","TH-069-CATFEED",2
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Catstronaut Backpack – Breathable Bubble Travel Backpack for Cats up to 6.5 kg","Default Title","CATBAG","TH-065-CATBAG",7
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","ChewBuzz Toy | Interactive Sound Chew Toy for Dogs | Textured Rubber Boredom Buster","Default Title","BUZZTOY","TH-312-BUZZTOY",9
"May 2026","PR-0003","2026-05-19","Scoobe Pets Products","ChewBuzz Toy | Interactive Sound Chew Toy for Dogs | Textured Rubber Boredom Buster","Default Title","BUZZTOY","TH-312-BUZZTOY",25
"May 2026","PR-0052","2026-05-22","Kara Creations","Chewzilla Ball – Smart Treat-Dispensing Toy for Dogs | Easy to Load & Clean","Default Title","CHEWBALL","TH-055-CHEWBALL",5
"May 2026","PR-0027","2026-05-22","Kara Creations","Chewzilla Ball – Smart Treat-Dispensing Toy for Dogs | Easy to Load & Clean","Default Title","CHEWBALL","TH-055-CHEWBALL",14
"May 2026","PR-0049","2026-05-22","Big Time Enterprises","Chewzilla Maxx – The Ultimate Tug & Chew Toy for High-Energy Dogs","Default Title","CHEWZILLAMAXX","ST-O21-CHEWZILLAMAXX",5
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","Chewzilla Maxx – The Ultimate Tug & Chew Toy for High-Energy Dogs","Default Title","CHEWZILLAMAXX","TH-244-CHEWZILLAMAXX",12
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Chillow Bed – Cool Comfort| Zero Hassle| Summer-Ready","S","CHILLOW-S","TH-107-CHILLOW-S",14
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","ChillSip Bowl – Cooling Pet Water Bowl for Fresh, Hydrated Days","Default Title","CHILLBOWL","TH-209-CHILLBOWL",102
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Cloud Quilted Mat– Quilted Crate & Floor Comfort Bed for Small & Medium Pets","Default Title","CLOUDMAT","TH-334-CLOUDMAT",2
"May 2026","PR-0010","2026-05-22","Companion Neesds","CloudStep Shoes | Cozy Warm Paws | Winter Walking Essentials","XXS","CLOUDBOO-XXS","TH-142-CLOUDBOO-XXS",4
"May 2026","PR-0010","2026-05-22","Companion Neesds","CloudStep Shoes | Cozy Warm Paws | Winter Walking Essentials","XS","CLOUDBOO-XS","TH-142-CLOUDBOO-XS",3
"May 2026","PR-0010","2026-05-22","Companion Neesds","CloudStep Shoes | Cozy Warm Paws | Winter Walking Essentials","S","CLOUDBOO-S","TH-142-CLOUDBOO-S",1
"May 2026","PR-0010","2026-05-22","Companion Neesds","CloudStep Shoes | Cozy Warm Paws | Winter Walking Essentials","M","CLOUDBOO-M","TH-142-CLOUDBOO-M",2
"May 2026","PR-0062","2026-05-27","Pet Craft Pvt Ltd","Clover Spin Scratcher – Interactive Scratch & Chase Lounge for Indoor Cats","Default Title","CLOVESCRATCHER","TH-315-CLOVESCRATCHER",5
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","ComfortCrib | Cat Cave | Premium & Comfortable","Black × S","COMFORTCRIB-S-B","TH-085-COMFORTCRIB-S-B",6
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","ComfortCrib | Cat Cave | Premium & Comfortable","Black × L","COMFORTCRIB-L-B","TH-085-COMFORTCRIB-L-B",4
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","ComfortGrip Bungee Leash | Shock-Absorbing Leash for Active Dogs","Blue × S","BUNGEELEASH-S-BLUE","TH-213-BUNGEELEASH-S-BLUE",3
"May 2026","PR-0009","2026-05-22","Cature Shield Pvt Ltd","ComfortGrip Bungee Leash | Shock-Absorbing Leash for Active Dogs","Brown × S","BUNGEELEASH-S-BROWN","TH-213-BUNGEELEASH-S-BROWN",4
"May 2026","PR-0056","2026-05-26","3M india","CoolBreeze Mat","L","COOLMAT-L","TH-375-COOLMAT-L",70
"May 2026","PR-0056","2026-05-26","3M india","CoolBreeze Mat","XL","COOLMAT-XL","TH-375-COOLMAT-XL",70
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Cozee Knitwear – Soft, Warm & Stylish Winter Wear for Small Pets","S","COZEEKNITWEAR-S","TH-234-COZEEKNITWEAR - S",21
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Cozee Knitwear – Soft, Warm & Stylish Winter Wear for Small Pets","M","COZEEKNITWEAR-M","TH-234-COZEEKNITWEAR - M",13
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Cozee Knitwear – Soft, Warm & Stylish Winter Wear for Small Pets","L","COZEEKNITWEAR-L","TH-234-COZEEKNITWEAR - L",21
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","CozyClaus Boots | Waterproof Christmas Comfort | Snug Fit, Festive Warmth","S","COZYCLAUSBOO-S","TH-230-COZYCLAUSBOO - S",10
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","CozyClaus Boots | Waterproof Christmas Comfort | Snug Fit, Festive Warmth","M","COZYCLAUSBOO-M","TH-230-COZYCLAUSBOO -M",6
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","CozyClaus Boots | Waterproof Christmas Comfort | Snug Fit, Festive Warmth","L","COZYCLAUSBOO-L","TH-230-COZYCLAUSBOO-L",17
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","CozyClaus Boots | Waterproof Christmas Comfort | Snug Fit, Festive Warmth","XL","COZYCLAUSBOO-XL","TH-230-COZYCLAUSBOO-XL",11
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","CozyClaus Boots | Waterproof Christmas Comfort | Snug Fit, Festive Warmth","XXL","COZYCLAUSBOO-XXL","TH-230-COZYCLAUSBOO-XXL",16
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","CrabDash Toy | Motion-Driven Play for Energetic Indoor Pets","Default Title","CRABDASH TOY","TH-284-CRABDASH TOY",9
"May 2026","PR-0023","2026-05-22","M/S Zorba International","CrimsonTrail Boots – Anti-Slip Waterproof Faux Leather Paw Protector Shoes with Velcro Strap & Zip Closure","XS","CRIMSONBOOTS-XS","TH-369-CRIMSONBOOTS-XS",7
"May 2026","PR-0023","2026-05-22","M/S Zorba International","CrimsonTrail Boots – Anti-Slip Waterproof Faux Leather Paw Protector Shoes with Velcro Strap & Zip Closure","S","CRIMSONBOOTS-S","TH-369-CRIMSONBOOTS-S",10
"May 2026","PR-0023","2026-05-22","M/S Zorba International","CrimsonTrail Boots – Anti-Slip Waterproof Faux Leather Paw Protector Shoes with Velcro Strap & Zip Closure","M","CRIMSONBOOTS-M","TH-369-CRIMSONBOOTS-M",9
"May 2026","PR-0023","2026-05-22","M/S Zorba International","CrimsonTrail Boots – Anti-Slip Waterproof Faux Leather Paw Protector Shoes with Velcro Strap & Zip Closure","L","CRIMSONBOOTS-L","TH-369-CRIMSONBOOTS-L",10
"May 2026","PR-0023","2026-05-22","M/S Zorba International","CrimsonTrail Boots – Anti-Slip Waterproof Faux Leather Paw Protector Shoes with Velcro Strap & Zip Closure","XL","CRIMSONBOOTS-XL","TH-369-CRIMSONBOOTS-XL",10
"May 2026","PR-0023","2026-05-22","M/S Zorba International","CrimsonTrail Boots – Anti-Slip Waterproof Faux Leather Paw Protector Shoes with Velcro Strap & Zip Closure","XXL","CRIMSONBOOTS-XXL","TH-369-CRIMSONBOOTS-XXL",8
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","CrystalSip Fountain – The Smart Hydration Solution for Healthy Pets","Default Title","CRYSTALSIPFOUNTAIN","TH-243-CRYSTALSIPFOUNTAIN",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","CurlCove Tunnel Bed | Warm, Cozy & Playful Hideout for Cats","Default Title","CURLTUNNELBED","TH-214-CURLTUNNELBED",1
"May 2026","PR-0002","2026-05-18","Big Time Enterprises","CurlCove Tunnel Bed | Warm, Cozy & Playful Hideout for Cats","Default Title","CURLTUNNELBED","TH-214-CURLTUNNELBED",23
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Daily Pet Wipes | 100 Pulls| Hypoallergenic, Eco-Friendly Cleaning Wipes for Dogs, Cats, Puppies & Kittens.","Default Title","PETWIP","TH-010-PETWIP",1998
"May 2026","PR-0051","2026-05-02","HI-Tech Enterprises","Daily Pet Wipes Sticker","Default Title","Pas","Pas",2025
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","DenimDrip Boots – Warm, Stylish & Secure Paw Protection for Winter","S","DENIMDRIPBOO-S","TH-231-DENIMDRIPBOO - S",36
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","DenimDrip Boots – Warm, Stylish & Secure Paw Protection for Winter","M","DENIMDRIPBOO-M","TH-231-DENIMDRIPBOO - M",38
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","DenimDrip Boots – Warm, Stylish & Secure Paw Protection for Winter","L","DENIMDRIPBOO-L","TH-231-DENIMDRIPBOO - L",42
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","DenimDrip Boots – Warm, Stylish & Secure Paw Protection for Winter","XL","DENIMDRIPBOO-XL","TH-231-DENIMDRIPBOO - XL",31
"May 2026","PR-0013","2026-05-22","Ocean Wave Enterprises","DenimDrip Boots – Warm, Stylish & Secure Paw Protection for Winter","XXL","DENIMDRIPBOO-XXL","TH-231-DENIMDRIPBOO - XXL",48
"May 2026","PR-0043","2026-05-22","Kaash Enterprises","Derma Roller - Beard Growth Stimulator","Default Title","BEAGROSTI","MNM-004-BEAGROSTI",76
"May 2026","PR-0053","2026-05-23","Sonu Sharma","Dog Conditioner Lable","Default Title","LABLE 1","LABLE 1",55
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Dad Club T-Shirt – Everyday Statement Wear for Dog Lovers","S","DADCLUBTSHIRT-S","TH-359-DADCLUBTSHIRT-S",14
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Dad Club T-Shirt – Everyday Statement Wear for Dog Lovers","S","DADCLUBTSHIRT-S","TH-359-DADCLUBTSHIRT-S",14
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Dad Club T-Shirt – Everyday Statement Wear for Dog Lovers","S","DADCLUBTSHIRT-S","TH-359-DADCLUBTSHIRT-S",14
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Dad Club T-Shirt – Everyday Statement Wear for Dog Lovers","S","DADCLUBTSHIRT-S","TH-359-DADCLUBTSHIRT-S",14
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Dad Club T-Shirt – Everyday Statement Wear for Dog Lovers","S","DADCLUBTSHIRT-S","TH-359-DADCLUBTSHIRT-S",14
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Dad Club T-Shirt – Everyday Statement Wear for Dog Lovers","S","DADCLUBTSHIRT-S","TH-359-DADCLUBTSHIRT-S",13
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","Beige × XL","DOGMOMERAHOODIE-XL-BEIGE","TH-260-DOGMOMERAHOODIE-XL-BEIGE",1
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","Beige × XXL","DOGMOMERAHOODIE-XXL-BEIGE","TH-260-DOGMOMERAHOODIE-XXL-BEIGE",3
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","White × XS","DOGMOMERAHOODIE-XS-WHITE","TH-260-DOGMOMERAHOODIE-XS-WHITE",1
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","White × M","DOGMOMERAHOODIE-M-WHITE","TH-260-DOGMOMERAHOODIE-M-WHITE",1
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","White × L","DOGMOMERAHOODIE-L-WHITE","TH-260-DOGMOMERAHOODIE-L-WHITE",2
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","Beige × XS","DOGMOMERAHOODIE-XS-BEIGE","TH-260-DOGMOMERAHOODIE-XS-BEIGE",6
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","Beige × S","DOGMOMERAHOODIE-S-BEIGE","TH-260-DOGMOMERAHOODIE-S-BEIGE",6
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","Beige × M","DOGMOMERAHOODIE-M-BEIGE","TH-260-DOGMOMERAHOODIE-M-BEIGE",1
"May 2026","PR-0044","2026-05-22","Lavante Fashion","Dog Mom Era Hoodie – Soft, Stylish & Made for Modern Pet Parents","Beige × L","DOGMOMERAHOODIE-L-BEIGE","TH-260-DOGMOMERAHOODIE-L-BEIGE",6
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Mom Era T-Shirt – Oversized Cotton Wear for Dog Moms","S","DOGMOMTSHIRT-S","TH-358-DOGMOMTSHIRT-S",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Mom Era T-Shirt – Oversized Cotton Wear for Dog Moms","S","DOGMOMTSHIRT-S","TH-358-DOGMOMTSHIRT-S",5
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Mom Era T-Shirt – Oversized Cotton Wear for Dog Moms","S","DOGMOMTSHIRT-S","TH-358-DOGMOMTSHIRT-S",5
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Mom Era T-Shirt – Oversized Cotton Wear for Dog Moms","S","DOGMOMTSHIRT-S","TH-358-DOGMOMTSHIRT-S",6
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Mom Era T-Shirt – Oversized Cotton Wear for Dog Moms","S","DOGMOMTSHIRT-S","TH-358-DOGMOMTSHIRT-S",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Mom Era T-Shirt – Oversized Cotton Wear for Dog Moms","S","DOGMOMTSHIRT-S","TH-358-DOGMOMTSHIRT-S",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Walking Is My Cardio T-Shirt – Oversized Cotton Fit for Pet Parents","S","DADCARDIOTSHIRT-S","TH-360-DADCARDIOTSHIRT-S",10
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Walking Is My Cardio T-Shirt – Oversized Cotton Fit for Pet Parents","S","DADCARDIOTSHIRT-S","TH-360-DADCARDIOTSHIRT-S",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Walking Is My Cardio T-Shirt – Oversized Cotton Fit for Pet Parents","S","DADCARDIOTSHIRT-S","TH-360-DADCARDIOTSHIRT-S",5
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Walking Is My Cardio T-Shirt – Oversized Cotton Fit for Pet Parents","S","DADCARDIOTSHIRT-S","TH-360-DADCARDIOTSHIRT-S",5
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Walking Is My Cardio T-Shirt – Oversized Cotton Fit for Pet Parents","S","DADCARDIOTSHIRT-S","TH-360-DADCARDIOTSHIRT-S",6
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Dog Walking Is My Cardio T-Shirt – Oversized Cotton Fit for Pet Parents","S","DADCARDIOTSHIRT-S","TH-360-DADCARDIOTSHIRT-S",9
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Dreamscape Cat Cave | 2-in-1 Cozy Sofa Cum Bed | Just for Your Pet","S","CATCAVE-S","TH-089-CATCAVE-S",8
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","Dreamscape Cat Cave | 2-in-1 Cozy Sofa Cum Bed | Just for Your Pet","L","CATCAVE-L","TH-089-CATCAVE-L",2
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Pink × XS","DRIFTTRAILBOO-XS-Pink","TH-206-DRIFTTRAILBOO-XS-Pink",4
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Pink × S","DRIFTTRAILBOO-S-Pink","TH-206-DRIFTTRAILBOO-S-Pink",5
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Pink × M","DRIFTTRAILBOO-M-Pink","TH-206-DRIFTTRAILBOO-M-Pink",6
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Pink × L","DRIFTTRAILBOO-L-Pink","TH-206-DRIFTTRAILBOO-L-Pink",7
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Pink × XL","DRIFTTRAILBOO-XL-Pink","TH-206-DRIFTTRAILBOO-XL-Pink",6
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Pink × XXL","DRIFTTRAILBOO-XXL-Pink","TH-206-DRIFTTRAILBOO-XXL-Pink",6
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Purple × XS","DRIFTTRAILBOO-XS-Purple","TH-206-DRIFTTRAILBOO-XS-Purple",2
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Purple × M","DRIFTTRAILBOO-M-Purple","TH-206-DRIFTTRAILBOO-M-Purple",2
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Purple × L","DRIFTTRAILBOO-L-Purple","TH-206-DRIFTTRAILBOO-L-Purple",2
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Purple × XL","DRIFTTRAILBOO-XL-Purple","TH-206-DRIFTTRAILBOO-XL-Purple",3
"May 2026","PR-0012","2026-05-22","Kut Kut Pet Care and Accessories Pvt Ltd","DriftTrail Boots | Waterproof, Non-Slip Dog Boots | Set of 4 | All-Season Paw Protection","Purple × XXL","DRIFTTRAILBOO-XXL-Purple","TH-206-DRIFTTRAILBOO-XXL-Purple",2
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XS","CAPE-XS","TH-058-CAPE-XS",4
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","S","CAPE-S","TH-058-CAPE-S",2
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","M","CAPE-M","TH-058-CAPE-M",5
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","L","CAPE-L","TH-058-CAPE-L",4
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XL","CAPE-XL","TH-058-CAPE-XL",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XXL","CAPE-XXL","TH-058-CAPE-XXL",3
"May 2026","PR-0023","2026-05-22","M/S Zorba International","DrizzleCape – Waterproof Dog Raincoat | Fits All Breeds | Comfortable & Weather-Ready","XXXL","CAPE-XXXL","TH-058-CAPE-XXXL",6
"May 2026","PR-0065","2026-05-27","Shree Radhe International","DualGroom Click Brush – Multipurpose Grooming Tool to Brush | Detangle & Grind","Default Title","DUALGROOM","TH-094-DUALGROOM",5
"May 2026","PR-0016","2026-05-22","Shree Radhe International","DualGroom Click Brush – Multipurpose Grooming Tool to Brush | Detangle & Grind","Default Title","DUALGROOM","TH-094-DUALGROOM",2
"May 2026","PR-0028","2026-05-22","Drontika India","Ear Care Solution – Safe & Gentle Ear Cleaning Solution for Dogs & Cats, Removes Wax, Dirt & Odor, Easy Application - 200ml","Default Title","EARSOLUTION","TH-109-EARSOLUTION",23
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","EarEase Pet Swabs – Gentle Cleaning for Pets’ Ears, Eyes & More","Default Title","EAREASE","TH-092-EAREASE",12
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Easily Distracted by Dogs T-Shirt – Oversized Cotton Wear for Dog Lovers","XS","DISTRACTEDTSHIRT-1","TH-362-DISTRACTEDTSHIRT-1",10
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Easily Distracted by Dogs T-Shirt – Oversized Cotton Wear for Dog Lovers","XS","DISTRACTEDTSHIRT-1","TH-362-DISTRACTEDTSHIRT-1",7
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Easily Distracted by Dogs T-Shirt – Oversized Cotton Wear for Dog Lovers","XS","DISTRACTEDTSHIRT-1","TH-362-DISTRACTEDTSHIRT-1",6
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Easily Distracted by Dogs T-Shirt – Oversized Cotton Wear for Dog Lovers","XS","DISTRACTEDTSHIRT-1","TH-362-DISTRACTEDTSHIRT-1",9
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Easily Distracted by Dogs T-Shirt – Oversized Cotton Wear for Dog Lovers","XS","DISTRACTEDTSHIRT-1","TH-362-DISTRACTEDTSHIRT-1",5
"May 2026","PR-0039","2026-05-22","Vaishnavi Enterprises","Easily Distracted by Dogs T-Shirt – Oversized Cotton Wear for Dog Lovers","XS","DISTRACTEDTSHIRT-1","TH-362-DISTRACTEDTSHIRT-1",7
"May 2026","PR-0035","2026-05-22","District99","ELRIC","Default Title","ELRIC","URTH-006-ELRIC",1
"May 2026","PR-0022","2026-05-22","PawsSamrat Pet Products","ExpandEase Carrier Bag – Spacious, Airy & Stress-Free Travel for Pets","Default Title","EXPANDEASEBAG","TH-232-EXPANDEASEBAG",1
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","XS","FAIRYFROCK-XS","TH-166-FAIRYFROCK-XS",6
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","S","FAIRYFROCK-S","TH-166-FAIRYFROCK-S",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","M","FAIRYFROCK-M","TH-166-FAIRYFROCK-M",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","L","FAIRYFROCK-L","TH-166-FAIRYFROCK-L",3
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","XL","FAIRYFROCK-XL","TH-166-FAIRYFROCK-XL",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","XXL","FAIRYFROCK-XXL","TH-166-FAIRYFROCK-XXL",5
"May 2026","PR-0008","2026-05-22","Bow Bow The Animal Hub","FairyGlow Frock – Comfy Festive Wear for Pets","XXXL","FAIRYFROCK-XXXL","TH-166-FAIRYFROCK-XXXL",5
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","FeedSync | Pre-Portioned Auto Feeder | Keeps Mealtimes On Track","Default Title","FEEDSYNC","TH-237-FEEDSYNC",10
"May 2026","PR-0032","2026-05-22","Scoobe Pets Products","FeedSync Pro | Smart Automatic Pet Feeder | Precise, Reliable & Stress-Free Mealtime Control","Default Title","FEEDSYNC","TH-082-FEEDSYNC",3
"May 2026","PR-0007","2026-05-22","Big Time Enterprises","FelineBeam – Smart Touch-Activated Laser Toy for Active Indoor Cats","Default Title","FELINEBEAM","TH-245-FELINEBEAM",11
"May 2026","PR-0017","2026-05-22","Yancal International","Felis Cocoon – Cozy Tent Bed for Pets | Soft & Stylish Design","Default Title","FELISCOCOON","TH-187-FELISCOCOON",10
"May 2026","PR-0058","2026-05-25","Mohan Lal & Amir Chand","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",96
"May 2026","PR-0045","2026-05-22","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",53
"May 2026","PR-0045","2026-05-22","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",22
"May 2026","PR-0045","2026-05-22","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",3
"May 2026","PR-0045","2026-05-22","Rozzby","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",2
"May 2026","PR-0003","2026-05-19","Scoobe Pets Products","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Green","UFOBALL-1","TH-198-UFOBALL-1",24
"May 2026","PR-0003","2026-05-19","Scoobe Pets Products","FetchNova UFO Ball | Bounce-Spin Toy | Smart Play for Active Dogs","Pink","UFOBALL-2","TH-198-UFOBALL-2",24
